City 1,City 2,State,Distance
Louisville,Elizabethtown,Kentucky,34.3042917458575
Louisville,Georgetown,Kentucky,59.998608301097754
Louisville,Jeffersontown,Kentucky,5.030285390517936
Louisville,Frankfort,Kentucky,42.73230144016777
Louisville,Radcliff,Kentucky,28.569941232294337
Louisville,Mount Washington,Kentucky,9.911141816834824
Louisville,St. Matthews,Kentucky,5.778505139512204
Louisville,Shelbyville,Kentucky,22.99530697183154
Louisville,Danville,Kentucky,59.77495025368482
Louisville,Shively,Kentucky,9.23436089003091
Louisville,Shepherdsville,Kentucky,13.073164995149975
Louisville,Bardstown,Kentucky,26.27307017589532
Louisville,Lawrenceburg,Kentucky,41.6503418672834
Louisville,Campbellsville,Kentucky,58.97022622580041
Louisville,Lyndon,Kentucky,7.5048631812615865
Louisville,Versailles,Kentucky,50.93506493511836
Louisville,La Grange,Kentucky,21.864017694672736
Louisville,Middletown,Kentucky,8.625352961276281
Louisville,Harrodsburg,Kentucky,51.747533798699244
Louisville,Hillview,Kentucky,7.845788747694312
Louisville,Fort Knox,Kentucky,25.587566283500724
Louisville,Vine Grove,Kentucky,30.42000141771252
Louisville,Leitchfield,Kentucky,58.43030752541752
Louisville,Lebanon,Kentucky,46.357439507659564
Louisville,Crestwood,Kentucky,14.708609720659414
Louisville,Wilmore,Kentucky,57.74824383382942
Louisville,Douglass Hills,Kentucky,7.237168666609631
Louisville,Hurstbourne,Kentucky,5.902530045344689
Louisville,Prospect,Kentucky,12.64219703944746
Louisville,Carrollton,Kentucky,44.05653020210633
Louisville,Buckner,Kentucky,18.73784335554064
Louisville,Hodgenville,Kentucky,41.61867492401472
Louisville,Rineyville,Kentucky,33.65678722579256
Louisville,Simpsonville,Kentucky,16.536490159520802
Louisville,Brandenburg,Kentucky,31.13969155050176
Louisville,Indian Hills,Kentucky,7.936828270298902
Louisville,Springfield,Kentucky,40.23578270663148
Louisville,Graymoor-Devondale,Kentucky,7.567968076697207
Louisville,Eminence,Kentucky,28.98747895460529
Louisville,Pioneer Village,Kentucky,7.536628016495144
Louisville,Hardinsburg,Kentucky,51.566877616900506
Louisville,Anchorage,Kentucky,9.342748326428355
Louisville,Elk Creek,Kentucky,15.42977555176619
Louisville,Windy Hills,Kentucky,7.189864635682516
Louisville,Warsaw,Kentucky,58.364631779900776
Louisville,Lebanon Junction,Kentucky,23.173720699272824
Louisville,Brooks,Kentucky,7.902994667747838
Louisville,Worthington Hills,Kentucky,11.87297306363436
Louisville,Hurstbourne Acres,Kentucky,4.864990321733884
Louisville,Orchard Grass Hills,Kentucky,12.789367791484937
Louisville,West Buechel,Kentucky,2.2410874744050355
Louisville,Doe Valley,Kentucky,28.46210028795639
Louisville,Midway,Kentucky,52.963616518603416
Louisville,Taylorsville,Kentucky,19.36198576111284
Louisville,St. Regis Park,Kentucky,4.6701328174075405
Louisville,Owenton,Kentucky,50.81487302662103
Louisville,Pewee Valley,Kentucky,13.177263916590123
Louisville,Audubon Park,Kentucky,5.038553126777697
Louisville,Irvington,Kentucky,40.01107635748273
Louisville,Coldstream,Kentucky,12.184403552662609
Louisville,Hebron Estates,Kentucky,8.0860490780085
Louisville,Beechwood Village,Kentucky,6.2386279032093785
Louisville,Pleasureville,Kentucky,31.83200794897875
Louisville,Muldraugh,Kentucky,24.518226101816612
Louisville,Clarkson,Kentucky,56.119694837849714
Louisville,Barbourmeade,Kentucky,9.485435743205823
Louisville,Cloverport,Kentucky,58.36333870644113
Louisville,Heritage Creek,Kentucky,5.287935368144936
Louisville,Northfield,Kentucky,8.262045089612059
Louisville,West Point,Kentucky,20.89312427529597
Louisville,Campbellsburg,Kentucky,33.837378423957176
Louisville,Burgin,Kentucky,56.074995916595256
Louisville,Goshen,Kentucky,16.6910317353228
Louisville,Bloomfield,Kentucky,25.29938227973255
Louisville,Rolling Hills,Kentucky,8.875907974164795
Louisville,Bellemeade,Kentucky,6.6272716390827355
Louisville,Langdon Place,Kentucky,8.983696754452493
Louisville,Meadow Vale,Kentucky,9.067575788978296
Louisville,Stamping Ground,Kentucky,53.01349949048173
Louisville,Plantation,Kentucky,8.611370706916475
Louisville,New Castle,Kentucky,31.920768343222115
Louisville,Spring Valley,Kentucky,9.231671836812431
Louisville,Blue Ridge Manor,Kentucky,7.005660602325453
Louisville,Perryville,Kentucky,52.176379300399134
Louisville,Watterson Park,Kentucky,2.5902018898491295
Louisville,New Haven,Kentucky,35.126987117126575
Louisville,Woodlawn Park,Kentucky,6.638042469923912
Louisville,Houston Acres,Kentucky,3.816256540555246
Louisville,Hollow Creek,Kentucky,1.6172100865514687
Louisville,Magnolia,Kentucky,49.65521262548777
Louisville,Sonora,Kentucky,45.77821463322757
Louisville,Lynnview,Kentucky,3.5262147526870433
Louisville,Loretto,Kentucky,39.10083678002382
Louisville,Milton,Kentucky,40.44555624651109
Louisville,Fox Chase,Kentucky,8.615920600555988
Louisville,Parkway Village,Kentucky,5.781282992516477
Louisville,Woodland Hills,Kentucky,8.22937206843037
Louisville,Chaplin,Kentucky,29.76221044631514
Louisville,Upton,Kentucky,50.43076380092382
Louisville,Fincastle,Kentucky,11.381439271470137
Louisville,Murray Hill,Kentucky,9.192742821634752
Louisville,Green Spring,Kentucky,10.51768802006828
Louisville,Glenview,Kentucky,9.354536309226926
Louisville,Seneca Gardens,Kentucky,4.483396250117803
Louisville,Buffalo,Kentucky,45.479427850832984
Louisville,Brownsboro Farm,Kentucky,9.939900467178258
Louisville,Strathmoor Village,Kentucky,4.08333814439361
Louisville,Poplar Hills,Kentucky,2.558983599740575
Louisville,Rolling Fields,Kentucky,7.179870218168616
Louisville,Moorland,Kentucky,8.237140343620725
Louisville,Riverwood,Kentucky,8.0718433339394
Louisville,Bancroft,Kentucky,8.292304175992435
Louisville,River Bluff,Kentucky,14.392650567102342
Louisville,Strathmoor Manor,Kentucky,4.106398051281302
Louisville,Norbourne Estates,Kentucky,5.539556617364557
Louisville,Wellington,Kentucky,3.673168091327189
Louisville,Forest Hills,Kentucky,4.920777171812555
Louisville,Cecilia,Kentucky,38.524344713845466
Louisville,Willisburg,Kentucky,37.89409998166326
Louisville,Norwood,Kentucky,6.268138837689219
